Code,City,Airport,Country
NHF,New Halfa,New Halfa Airport,Sudan
NHK,Patuxent River (MD),NAS,USA
NHS,Nushki,Nushki,Pakistan
NHT,Northolt,Northolt,United Kingdom
NHV,Nuku Hiva,Nuku Hiva,French Polynesia
NHX,Foley (AL),Barin OLF Osn,USA
NHZ,Brunswick (ME),NAS,USA
NIA,Nimba,Nimba,Liberia
NIB,Nikolai (AK),Nikolai,USA
NIC,Nicosia,Nicosia,Cyprus
NIE,Niblack (AK),Niblack,USA
NIF,Nifty,Nifty,Australia
NIG,Nikunau,Nikunau,Kiribati
NIK,Niokolo Koba,Niokolo Koba,Senegal
NIM,Niamey,Niamey,Niger
NIN,Ninilchik (AK),Ninilchik,USA
NIO,Nioki,Nioki,Congo (DRC)
NIP,Jacksonville (FL),Jacksonville NAS,USA
NIR,Beeville (TX),Chase Field NAS,USA
NIS,Simberi Island,Simberi,Papua New Guinea
NIT,Niort,Niort,France
NIX,Nioro,Nioro,Mali
NJA,Atsugi,NAS,Japan
NJC,Nizhnevartovsk,Nizhnevartovsk,Russia
NJF,Al Najaf,Al-Ashraf Intl.,Iraq
NJK,El Centro (CA),NAF,USA
NJK,Imperial (CA),NAF,USA
NKA,Nkan,Nkan,Gabon
NKB,Noonkanbah,Noonkanbah,Australia
NKC,Nouakchott,Nouakchott,Mauritania
NKD,Sinak,Sinak,Indonesia
NKG,Nanking/Nanjing,Nanking/Nanjing,PR China
NKI,Naukiti (AK),Naukiti,USA
NKL,Nkolo,Nkolo,Congo (DRC)
NKN,Nankina,Nankina,Papua New Guinea
NKS,Nkongsamba,Nkongsamba,Cameroon
NKU,Nkaus,Nkaus,Lesotho
NKV,Nichen Cove (AK),Nichen Cove,USA
NKX,San Diego (CA),Miramar NAS,USA
NKY,Nkayi,Nkayi,Congo (ROC)
NLA,Ndola,Ndola,Zambia
NLC,Lemoore (CA),NAS/Reeves Field,USA
NLD,Nuevo Laredo,International Quetzalcoatl,Mexico
NLE,Niles (MI),Jerry Tyler Memorial,USA
NLF,Darnley Island,Darnley Island,Australia
NLG,Nelson Lagoon (AK),Nelson Lagoon,USA
NLK,Norfolk Island,Norfolk Island,Norfolk Island
NLL,Nullagine,Nullagine,Australia
NLO,Kinshasa,N'Dolo Airport,Congo (DRC)
NLP,Nelspruit (Mbombela),Nelspruit Airport (replaced by the Kruger Mpumalanga International),South Africa
NLS,Nicholson,Nicholson,Australia
NLU,Mexico City,Santa Lucia Airport at Santa María Ajoloapan,Mexico
NLV,Nikolaev,Nikolaev,Ukraine
NMA,Namangan,Namangan,Uzbekistan
NMB,Daman,Daman,India
NMC,Norman's Cay,Norman's Cay,Bahamas
NME,Nightmute (AK),Nightmute,USA
NMG,San Miguel,San Miguel,Panama
NMN,Nomane,Nomane,Papua New Guinea
NMP,New Moon,New Moon,Australia
NMR,Nappa Merry,Nappa Merry,Australia
NMS,Namsang,Namsang,Myanmar
NMT,Namtu,Namtu,Myanmar
NMU,Namu,Namu,Marshall Islands
NNA,Kenitra,NAF,Morocco
NNB,Santa Ana,Santa Ana,Solomon Islands
NND,Nangade,Nangade,Mozambique
NNG,Nanning,Nanning,PR China
NNI,Namutoni,Namutoni,Namibia
NNK,Naknek (AK),Naknek,USA
NNL,Nondalton (AK),Nondalton,USA
NNM,Naryan-Mar,Naryan-Mar,Russia
NNR,Spiddal,Connemara,Ireland
NNT,Nan,Nan,Thailand
NNU,Nanuque,Nanuque,Brazil
NNX,Nunukan,Nunukan,Indonesia
NNY,Nanyang,Nanyang,PR China
NOA,Nowra,Nowra,Australia
NOB,Nosara Beach,Nosara Beach,Costa Rica
NOC,Knock,Knock International,Ireland
NOD,Norden,Norden,Germany
NOE,Norddeich,Norddeich,Germany
NOG,Nogales,Nogales,Mexico
NOH,Chicago (IL),Chicago NAS,USA
NOI,Novorossijsk,Novorossijsk,Russia
NOJ,Nojabrxsk,Nojabrxsk,Russia
NOK,Nova Xavantina,Nova Xavantina,Brazil
NOL,Nakolik River (AK),Nakolik River,USA
NOM,Nomad River,Nomad River,Papua New Guinea
NON,Nonouti,Nonouti,Kiribati
NOO,Naoro,Naoro,Papua New Guinea
NOP,Mactan Island,Nab,Philippines
NOR,Nordfjordur,Nordfjordur,Iceland
NOS,Nossi-be,Fascene,Madagascar
NOT,Novato (CA),Novato,USA
NOU,Noumea,Tontouta,New Caledonia
NOV,Huambo,Huambo,Angola
NOZ,Novokuznetsk,Novokuznetsk,Russia
NPA,Pensacola (FL),Pensacola NAS,USA
NPE,Napier-Hastings,Hawkes Bay,New Zealand
NPG,Nipa,Nipa,Papua New Guinea
NPH,Nephi (UT),Nephi,USA
NPL,New Plymouth,New Plymouth Airport,New Zealand
NPO,Nangapinoh,Nangapinoh,Indonesia
NPP,Napperby,Napperby,Australia
NPT,Newport (RI),State,USA
NPU,San Pedro Uraba,San Pedro Uraba,Colombia
NQA,Memphis (TN),NAS,USA
NQI,Kingsville (TX),NAS,USA
NQL,Niquelandia,Niquelandia,Brazil
NQN,Neuquen,Neuquen,Argentina
NQT,Nottingham,Nottingham Airport,United Kingdom
NQU,Nuqui,Nuqui,Colombia
NQX,Key West (FL),NAS,USA
NQY,Newquay,St Mawgan,United Kingdom
NRA,Narrandera,Narrandera,Australia
NRB,Mayport (FL),Ns,USA
NRC,Crows Landing (CA),Aux Field,USA
NRD,Norderney,Norderney,Germany
NRE,Namrole,Namrole,Indonesia
NRG,Narrogin,Narrogin,Australia
NRI,Shangri-la (OK),Shangri-la,USA
NRK,Norrkoping,Kungsangen,Sweden
NRL,North Ronaldsay,North Ronaldsay,United Kingdom
NRM,Nara,Nara,Mali
NRN,Weeze,Weeze Airport (Niederrhein Airport),"North Rhine-Westphalia, Germany"
NRQ,N'Riquinha,N'Riquinha,Angola
NRR,Roosevelt Roads,Roosevelt NAS,Puerto Rico
NRS,Imperial Beach (CA),NAS,USA
NRT,Tokyo,Narita,Japan
NRV,Guam,Uscg Shore St,Guam
NRY,Newry,Newry,Australia
NSA,Noosa,Noosa,Australia
NSB,Bimini,North SPB,Bahamas
NSE,Milton (FL),Whiting Field NAS,USA
NSF,Camp Springs (MD),Andrews NAF,USA
NSH,Now Shahr,Now Shahr,Iran
NSI,Yaounde,Nsimalen,Cameroon
NSK,Noril'sk,Noril'sk,Russia
NSM,Norseman,Norseman,Australia
NSN,Nelson,Nelson,New Zealand
NSO,Scone,Scone,Australia
NSP,Sangley Point,NAF,Philippines
NST,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand
NSV,Noosaville,Noosaville,Australia
NSX,N. Sound/Virgin Gorda,Hovercraft/Launch Pt,British Virgin Islands
NSY,Sigonella,Sigonella NAF,Italy
NTA,Natadola,Natadola,Fiji
NTB,Notodden,Notodden,Norway
NTC,Santa Carolina,Santa Carolina,Mozambique
NTD,Port Hueneme (CA),Point Mugu NAS,USA
NTE,Nantes,Nantes Atlantique Airport,France
NTG,Nantong,Nantong,PR China
NTI,Bintuni,Bintuni,Indonesia
NTJ,Manti (UT),Manti-Ephraim,USA
NTL,Newcastle,Williamtown,Australia
NTM,Miracema Do Norte,Miracema Do Norte,Brazil
NTN,Normanton,Normanton,Australia
NTO,Santo Antao,Santo Antao,Cape Verde
NTR,Monterrey,Aeropuerto Del Norte,Mexico
NTT,Niuatoputapu,Kuini Lavenia,Tonga
NTU,Oceana (VA),NAS,USA
NTX,Natuna Ranai,Natuna Ranai,Indonesia
NTY,Sun City,Pilansberg,South Africa
NUB,Numbulwar,Numbulwar,Australia
NUD,En Nahud,En Nahud,Sudan
NUE,Nürnberg,Nuremberg Airport,"Bavaria, Germany"
NUG,Nuguria,Nuguria,Papua New Guinea
NUH,Nunchia,Nunchia,Colombia
NUI,Nuiqsut (AK),Nuiqsut,USA
NUK,Nukutavake,Nukutavake,French Polynesia
NUL,Nulato (AK),Nulato,USA
NUN,Pensacola (FL),Saufley NAS,USA
NUP,Nunapitchuk (AK),Nunapitchuk,USA
NUQ,Mountain View (CA),Moffett Field,USA
NUR,Nullarbor,Nullarbor,Australia
NUS,Norsup,Norsup,Vanuatu
NUT,Nutuve,Nutuve,Papua New Guinea
NUU,Nakuru,Nakuru,Kenya
NUW,Whidbey Island (WA),Ault Field,USA
NUX,Novy Urengoy,Novy Urengoy,Russia
NVA,Neiva,La Marguita,Colombia
NVD,Nevada (MO),Nevada,USA
NVG,Nueva Guinea,Nueva Guinea,Nicaragua
NVK,Narvik,Framnes,Norway
NVP,Novo Aripuana,Novo Aripuana,Brazil
NVR,Novgorod,Novgorod,Russia
NVS,Nevers,Nevers,France
NVT,Navegantes,Navegantes,Brazil
NVY,Neyveli,Neyveli,India
NWA,Moheli,Moheli,Comoros
NWH,Newport (NH),Parlin Field,USA
NWI,Norwich,Norwich Airport,United Kingdom
NWP,Argentia,Great Circle Airport NS,Canada
NWS,New York (NY),Pier 11/Wall St. SPB,USA
NWT,Nowata,Nowata,Papua New Guinea
NWU,Hamilton,Bermuda NAS,Bermuda
NXX,Willow Grove (PA),Willow Grove NAS,USA
NYC,New York (NY),Metropolitan Area,USA
NYE,Nyeri,Nyeri,Kenya
NYG,Quantico (VA),Quantanico NAS,USA
NYI,Sunyani,Sunyani,Ghana
NYK,Nanyuki,Nanyuki,Kenya
NYM,Nadym,Nadym,Russia
NYN,Nyngan,Nyngan,Australia
NYO,Stockholm,Skavsta,Sweden
NYU,Nyaung-u,NyaungU,Myanmar
NZA,Nzagi,Nzagi,Angola
NZC,Jacksonville (FL),Cecil Field NAS,USA
NZE,Nzerekore,Nzerekore,Guinea
NZO,Nzoia,Nzoia,Kenya
NZW,South Weymouth (MA),South Weymouth,USA
NZY,San Diego (CA),North Island NAS,USA
OAG,Orange,Springhill,Australia
OAJ,Jacksonville (NC),Albert J Ellis,USA
OAK,Oakland (CA),Metropolitan Oak International,USA
OAL,Cacoal,Cacoal,Brazil
OAM,Oamaru,Oamaru,New Zealand
OAN,Olanchito,Olanchito,Honduras
OAR,Carmel (CA),Fritzsche AAF,USA
OAR,Monterey (CA),Fritzsche AAF,USA
OAX,Oaxaca,Xoxocotlan,Mexico
OBA,Oban,Oban,Australia
OBC,Obock,Obock,Djibouti
OBD,Obano,Obano,Indonesia
OBE,Okeechobee (FL),County,USA
OBF,Oberpfaffenhofen,Oberpfaffenhofen,Germany
OBI,Obidos,Obidos,Brazil
OBK,Northbrook (IL),Sky Harbor,USA
OBL,Zoersel,Zoersel,Belgium
OBM,Morobe,Morobe,Papua New Guinea
OBN,Oban,Connel,United Kingdom
OBO,Obihiro,Obihiro,Japan
OBS,Aubenas,Vals-Lanas,France
OBT,Oakland (MD),Oakland/Coliseum Stat,USA
OBU,Kobuk (AK),Kobuk/Wien,USA
OBX,Obo,Obo,Papua New Guinea
OBY,Ittoqqortoormiit,Ittoqqortoormiit,Greenland
OCA,Ocean Reef (FL),Ocean Reef,USA
OCC,Coca,Coca,Ecuador
OCE,Ocean City (MD),Municipal,USA
OCF,Ocala (FL),Taylor Field,USA
OCH,Nacogdoches (TX),Lufkin Nacogdoches,USA
OCI,Oceanic (AK),Oceanic,USA
OCJ,Ocho Rios,Boscobel,Jamaica
OCN,Oceanside (CA),Municipal,USA
OCV,Ocana,Aguasclaras,Colombia
OCW,Washington (NC),Warren Field,USA
ODA,Ouadda,Ouadda,Central African Republic
ODB,Cordoba,Cordoba,Spain
ODD,Oodnadatta,Oodnadatta,Australia
ODE,Odense,Beldringe,Denmark
ODH,Odiham,RAF Station,United Kingdom
ODJ,Ouanda Djalle,Ouanda Djalle,Central African Republic
ODL,Cordillo Downs,Cordillo Downs,Australia
ODN,Long Seridan,Long Seridan,Malaysia
ODR,Ord River,Ord River,Australia
ODS,Odessa,Central,Ukraine
ODW,Oak Harbor (WA),Oak Harbor,USA
ODY,Oudomxay,Oudomxay,Lao PDR
OEA,Vincennes (IN),Oneal,USA
OEC,Ocussi,Ocussi,Indonesia
OEL,Orel,Orel,Russia
OEM,Paloemeu,Vincent Fayks,Suriname
OEO,Osceola (WI),Municipal,USA
OER,Ornskoldsvik,Ornskoldsvik,Sweden
OES,San Antonio Oeste,San Antonio Oeste,Argentina
OFI,Ouango Fitini,Ouango Fitini,Cote d'Ivoire
OFJ,Olafsfjordur,Olafsfjordur,Iceland
OFK,Norfolk (NE),Stefan Field,USA
OFU,Ofu,Ofu,American Samoa
OGA,Ogallala (NE),Searle Field,USA
OGB,Orangeburg (SC),Municipal,USA
OGD,Ogden (UT),Municipal,USA
OGE,Ogeranang,Ogeranang,Papua New Guinea
OGG,Kahului (HI),Kahului,USA
OGL,Ogle,Ogle,Guyana
OGN,Yonaguni Jima,Yonaguni Jima,Japan
OGO,Abengourou,Abengourou,Cote d'Ivoire
OGR,Bongor,Bongor,Chad
OGS,Ogdensburg (NY),Ogdensburg,USA
OGV,Ongava Game Reserve,Ongava Game Reserve,Namibia
OGX,Ouargla,Ain Beida,Algeria
OGZ,Vladikavkaz,Vladikavkaz,Russia
OHA,Ohakea,Royal Air Force Base,New Zealand
OHC,Northeast Cape (AK),AFS,USA
OHD,Ohrid,Ohrid,Macedonia
OHI,Oshakati,Oshakati,Namibia
OHO,Okhotsk,Okhotsk,Russia
OHP,Oban,Heliport,United Kingdom
OHR,Wyk auf Foehr,Wyk auf Foehr,Germany
OHT,Kohat,Kohat,Pakistan
OIA,Ourilandia,Ourilandia,Brazil
OIC,Norwich (NY),Eaton,USA
OIL,Oil City (PA),Splane Memorial,USA
OIM,Oshima,Oshima,Japan
OIR,Okushiri,Okushiri,Japan
OIT,Oita,Oita,Japan
OJC,Kansas City (MO),Johnson Executive,USA
OKA,Okinawa,Naha Airport,Japan
OKB,Orchid Beach,Fraser Island,Australia
OKC,Oklahoma City (OK),Will Rogers World,USA
OKD,Sapporo,Okadama,Japan
OKE,Okino Erabu,Okino Erabu,Japan
OKF,Okaukuejo,Okaukuejo,Namibia
OKG,Okoyo,Okoyo,Congo (ROC)
OKH,Oakham,Cottesmor RAF,United Kingdom
OKI,Oki Island,Oki Island,Japan
OKJ,Okayama,Okayama,Japan
OKK,Kokomo (IN),Kokomo,USA
OKL,Oksibil,Oksibil,Indonesia
OKM,Okmulgee (OK),Okmulgee,USA
OKN,Okondja,Okondja,Gabon
OKO,Tokyo,Yokota AFB,Japan
OKP,Oksapmin,Oksapmin,Papua New Guinea
OKQ,Okaba,Okaba,Indonesia
OKR,Yorke Island,Yorke Island,Australia
OKS,Oshkosh (NE),Oshkosh,USA
OKT,Oktiabrskij,Oktiabrskij,Russia
OKU,Mokuti Lodge,Mokuti Lodge,Namibia
OKV,Okao,Okao,Papua New Guinea
OKY,Oakey,Oakey,Australia
OLA,Orland,Orland,Norway
OLB,Olbia,Costa Smeralda,Italy
OLD,Old Town (ME),Old Town,USA
OLE,Olean (NY),Municipal,USA
OLF,Wolf Point (MT),International,USA
OLH,Old Harbor (AK),Old Harbor Airport and SPB,USA
OLI,Olafsvik,Rif,Iceland
OLJ,Olpoi,Olpoi,Vanuatu
OLM,Olympia (WA),Olympia,USA
OLN,Colonia Sarmiento,Colonia Sarmiento,Argentina
OLO,Olomouc,Olomouc,Czech Republic
OLP,Olympic Dam,Olympic Dam,Australia
OLQ,Olsobip,Olsobip,Papua New Guinea
OLS,Nogales (AZ),International,USA
OLU,Columbus (NE),Columbus,USA
OLV,Olive Branch (MS),Olive Branch Airport,USA
OLY,Olney (IL),Olney-Noble,USA
OMA,Omaha (NE),Eppley Airfield,USA
OMB,Omboue,Omboue,Gabon
OMC,Ormoc,Ormoc,Philippines
OMD,Oranjemund,Oranjemund,Namibia
OME,Nome (AK),Nome,USA
OMF,Mafraq,King Hussein,Jordan
OMG,Omega,Omega,Namibia
OMH,Urmieh,Urmieh,Iran
OMJ,Omura,Omura,Japan
OMK,Omak (WA),Municipal,USA
OML,Omkalai,Omkalai,Papua New Guinea
OMM,Marmul,Marmul,Oman
OMN,Osmanabad,Osmanabad,India
OMO,Mostar,Mostar,Bosnia and Herzegovina
OMR,Oradea,Oradea,Romania
OMS,Omsk,Omsk Tsentralny Airport,Russia
OMY,Oddor Meanche,Oddor Meanche,Cambodia
ONA,Winona (MN),Municipal,USA
ONB,Ononge,Ononge,Papua New Guinea
OND,Ondangwa,Ondangwa,Namibia
ONE,Onepusu,Onepusu,Solomon Islands
ONG,Mornington,Mornington,Australia
ONH,Oneonta (NY),Municipal,USA
ONI,Moanamani,Moanamani,Indonesia
ONJ,Odate Noshiro,Odate Noshiro,Japan
ONL,Oneill (NE),Municipal,USA
ONM,Socorro (NM),Socorro,USA
ONN,Onion Bay (AK),Onion Bay Lodge SPB,USA
ONO,Ontario (OR),Ontario,USA
ONP,Newport (OR),Newport,USA
ONQ,Zonguldak,Zonguldak,Turkey
ONR,Monkira,Monkira,Australia
ONS,Onslow,Onslow,Australia
ONT,Ontario (CA),International,USA
ONU,Ono I Lau,Ono I Lau,Fiji
ONX,Colon,Colon,Panama
ONY,Olney (TX),Olney,USA
OOA,Oskaloosa IA,Municipal,USA
OOK,Toksook Bay (AK),Toksook Bay,USA
OOL,Gold Coast,Coolangatta,Australia
OOM,Cooma,Cooma,Australia
OOR,Mooraberree,Mooraberree,Australia
OOT,Onotoa,Onotoa,Kiribati
OPA,Kopasker,Kopasker,Iceland
OPB,Open Bay,Open Bay,Papua New Guinea
OPF,Miami (FL),Opa Locka,USA
OPI,Oenpelli,Oenpelli,Australia
OPL,Opelousas (LA),St Landry Parish,USA
OPO,Porto,Porto,Portugal
OPS,Sinop,Sinop,Brazil
OPU,Balimo,Balimo,Papua New Guinea
OPW,Opuwa,Opuwa,Namibia
ORA,Oran,Oran,Argentina
ORB,Orebro,Orebro-Bofors,Sweden
ORC,Orocue,Orocue,Colombia
ORD,Chicago (IL),O'Hare International,USA
ORE,Orleans,Orleans,France
ORF,Norfolk (VA),International,USA
ORG,Paramaribo,Zorg en Hoop Airport,Suriname
ORH,Worcester (MA),Worcester,USA
ORI,Port Lions (AK),Port Lions SPB,USA
ORJ,Orinduik,Orinduik,Guyana
ORK,Cork,Cork,Ireland
ORL,Orlando (FL),Herndon,USA
ORM,Northampton,Northampton,United Kingdom
ORN,Oran,Es Senia,Algeria
ORO,Yoro,Yoro,Honduras
ORP,Orapa,Orapa,Botswana
ORQ,Norwalk (CT),Heliport,USA
ORR,Yorketown,Yorketown,Australia
ORS,Orpheus Island Resort,Waterport,Australia
ORT,Northway (AK),Northway Airport,USA
ORU,Oruro,Oruro,Bolivia
ORV,Noorvik (AK),Curtis Memorial,USA
ORW,Ormara,Ormara,Pakistan
ORX,Oriximina,Oriximina,Brazil
ORY,Paris,Orly,France
ORZ,Orange Walk,Orange Walk,Belize
OSA,Osaka,Metropolitan Area,Japan
OSB,Osage Beach (MO),Osage Beach,USA
OSC,Oscoda (MI),Wurtsmith AFB,USA
OSD,Ostersund,Froesoe,Sweden
OSE,Omora,Omora,Papua New Guinea
OSG,Ossima,Ossima,Papua New Guinea
OSH,Oshkosh (WI),Wittman Field,USA
OSI,Osijek,Osijek,Croatia
OSK,Oskarshamn,Oskarshamn,Sweden
OSL,Oslo,"Oslo Airport, Gardermoen",Norway
OSM,Mosul,Mosul,Iraq
OSN,Osan,Ab,South Korea
OSP,Slupsk,Redzikowo,Poland
OSR,Ostrava,Mosnov,Czech Republic
OSS,Osh,Osh,Kyrgyzstan
OST,Ostend,Ostend,Belgium
OSU,Columbus (OH),Ohio State University,USA
OSW,Orsk,Orsk,Russia
OSX,Kosciusko (MS),Attala County,USA
OSY,Namsos,Namsos,Norway
OSZ,Koszalin,Koszalin,Poland
OTA,Mota,Mota,Ethiopia
OTC,Bol,Bol,Chad
OTD,Contadora,Contadora,Panama
OTG,Worthington (MN),Worthington,USA
OTH,North Bend (OR),North Bend,USA
OTI,Morotai Island,Morotai Island,Indonesia
OTJ,Otjiwarongo,Otjiwarongo,Namibia
OTL,Boutilimit,Boutilimit,Mauritania
OTM,Ottumwa IA,Industrial,USA
OTN,Oaktown (IN),Green,USA
OTO,Otto (NM),Vor,USA
OTP,Bucharest,Otopeni International,Romania
OTR,Coto 47,Coto 47,Costa Rica
OTS,Anacortes (WA),Anacortes,USA
OTU,Otu,Otu,Colombia
OTV,Ontong Java,Ontong Java,Solomon Islands
OTY,Oria,Oria,Papua New Guinea
OTZ,Kotzebue (AK),Kotzebue,USA
OUA,Ouagadougou,Ouagadougou,Burkina Faso
OUD,Oujda,Les Angades,Morocco
OUE,Ouesso,Ouesso,Congo (ROC)
OUG,Ouahigouya,Ouahigouya,Burkina Faso
OUH,Oudtshoorn,Oudtshoorn,South Africa
OUI,Ban Houei,Ban Houei,Lao PDR
OUK,Outer Skerries,Outer Skerries,United Kingdom
OUL,Oulu,Oulu,Finland
OUM,Oum Hadjer,Oum Hadjer,Chad
OUN,Norman (OK),Max Westheimer,USA
OUR,Batouri,Batouri,Cameroon
OUS,Ourinhos,Ourinhos,Brazil
OUT,Bousso,Bousso,Chad
OUU,Ouanga,Ouanga,Gabon
OUZ,Zouerate,Zouerate,Mauritania
OVA,Bekily,Bekily,Madagascar
OVB,Novosibirsk,Tolmachevo,Russia
OVD,Asturias,Oviedo,Spain
OVE,Oroville (CA),Oroville,USA
OVL,Ovalle,Ovalle,Chile
OVR,Olavarria,Olavarria,Argentina
OWA,Owatonna (MN),Owatonna,USA
OWB,Owensboro (KY),Daviess County,USA
OWD,Norwood (MA),Memorial,USA
OWE,Owendo,Owendo,Gabon
OWK,Norridgewock (ME),Central Maine,USA
OXB,Bissau,Osvaldo Vieira,Guinea-Bissau
OXC,Oxford (CT),Waterbury-Oxford,USA
OXD,Oxford (OH),Miami University,USA
OXF,Oxford,Kidlington,United Kingdom
OXO,Orientos,Orientos,Australia
OXR,Ventura (CA),Oxnard/Ventura Airport,USA
OXY,Morney,Morney,Australia
OYA,Goya,Goya,Argentina
OYE,Oyem,Oyem,Gabon
OYG,Moyo,Moyo,Uganda
OYK,Oiapoque,Oiapoque,Brazil
OYL,Moyale,Moyale,Kenya
OYN,Ouyen,Ouyen,Australia
OYO,Tres Arroyos,Tres Arroyos,Argentina
OYP,St Georges de Loyapock,St-Georges de Loyapock,French Guiana
OYS,Yosemite Ntl Park (CA),Yosemite Ntl Park,USA
OZA,Ozona (TX),Ozona,USA
OZC,Ozamis City,Labo,Philippines
OZH,Zaporozhye,Zaporozhye,Ukraine
OZP,Morón,Morón Air Base,Spain
OZR,Ozark (AL),Cairns AAF,USA
OZZ,Ouarzazate,Ouarzazate,Morocco
PAA,Pa-an,Pa-an,Myanmar
PAB,Bilaspur,Bilaspur,India
PAC,Panama City,Paitilla,Panama
PAD,Paderborn,Paderborn Lippstadt Airport,Germany
PAE,Everett (WA),Snohomish County,USA
PAF,Pakuba,Pakuba,Uganda
PAG,Pagadian,Pagadian,Philippines
PAH,Paducah (KY),Barkley Regional,USA
PAI,Pailin,Pailin,Cambodia
PAJ,Para Chinar,Para Chinar,Pakistan
PAK,Hanapepe (HI),Port Allen,USA
PAL,Palanquero,Palanquero,Colombia
PAM,Panama City (FL),Tyndall AFB,USA
PAN,Pattani,Pattani,Thailand
PAO,Palo Alto (CA),Palo Alto,USA
PAP,Port Au Prince,Mais Gate,Haiti
PAQ,Palmer (AK),Municipal,USA
PAR,Paris,Metropolitan Area,France
PAS,Paros,Paros,Greece
PAT,Patna,Patna,India
PAU,Pauk,Pauk,Myanmar
PAV,Paulo Afonso,Paulo Afonso,Brazil
PAW,Pambwa,Pambwa,Papua New Guinea
PAX,Port De Paix,Port De Paix,Haiti
PAY,Pamol,Pamol,Malaysia
PAZ,Poza Rica,Tajin,Mexico
PBA,Barrow (AK),Point Barrow,USA
PBB,Paranaiba,Paranaiba,Brazil
PBC,Puebla,Huejotsingo,Mexico
PBD,Porbandar,Porbandar,India
PBE,Puerto Berrio,Puerto Berrio,Colombia
PBF,Pine Bluff (AR),Grider Field,USA
PBG,Plattsburgh (NY),AFB,USA
PBH,Paro,Paro,Bhutan
PBI,West Palm Beach (FL),International,USA
PBJ,Paama,Paama,Vanuatu
PBK,Pack Creek (AK),Pack Creek,USA
PBL,Puerto Cabello,Puerto Cabello,Venezuela
PBM,Paramaribo,Zanderij International,Suriname
PBN,Porto Amboim,Porto Amboim,Angola
PBO,Paraburdoo,Paraburdoo,Australia
PBP,Punta Islita,Punta Islita,Costa Rica
PBQ,Pimenta Bueno,Pimenta Bueno,Brazil
PBR,Puerto Barrios,Puerto Barrios,Guatemala
PBS,Patong Beach,Patong Beach,Thailand
PBU,Putao,Putao,Myanmar
PBV,Porto Dos Gauchos,Porto Dos Gauchos,Brazil
PBW,Palibelo,Palibelo,Indonesia
PBX,Porto Alegre Do Norte,Porto Alegre Do Norte,Brazil
PBZ,Plettenberg Bay,Plettenberg Bay,South Africa
PCA,Portage Creek (AK),Portage Creek,USA
PCB,Pondok Cabe,Pondok Cabe,Indonesia
PCC,Puerto Rico,Puerto Rico,Colombia
PCD,Prairie Du Chien (WI),Municipal,USA
PCE,Painter Creek (AK),Painter Creek,USA
PCG,Paso Caballos,Paso Caballos,Guatemala
PCH,Palacios,Palacios,Honduras
PCK,Porcupine Creek (AK),Porcupine Creek,USA
PCL,Pucallpa,Capitan Rolden,Peru
PCM,Playa del Carmen,Playa del Carmen,Mexico
PCN,Picton,Koromiko,New Zealand
PCO,Punta Colorada,Punta Colorada,Mexico
PCP,Principe,Principe,Sao Tome and Principe
PCR,Puerto Carreno,Puerto Carreno,Colombia
PCS,Picos,Picos,Brazil
PCT,Princeton (NJ),Princeton,USA
PCU,Picayune (MS),Pearl River County,USA
PCV,Punta Chivato,Punta Chivato,Mexico
PDA,Puerto Inirida,Puerto Inirida,Colombia
PDB,Pedro Bay (AK),Pedro Bay,USA
PDC,Mueo,Mueo,New Caledonia
PDE,Pandie Pandie,Pandie Pandie,Australia
PDF,Prado,Prado,Brazil
PDG,Padang,Minangkabau International Airport,"West Sumatra, Indonesia"
PDI,Pindiu,Pindiu,Papua New Guinea
PDK,Atlanta (GA),De Kalb/Peachtree,USA
PDL,Ponta Delgada,Nordela,Portugal
PDN,Parndana,Parndana,Australia
PDO,Pendopo,Pendopo,Indonesia
PDP,Punta Del Este,Punta Del Este,Uruguay
PDR,Presidente Dutra,Municipal,Brazil
PDS,Piedras Negras,Piedras Negras,Mexico
PDT,Pendleton (OR),Pendleton,USA
PDU,Paysandu,Paysandu,Uruguay
PDV,Plovdiv,Plovdiv,Bulgaria
PDX,Portland (OR),Portland OR International,USA
PDZ,Pedernales,Pedernales,Venezuela
PEA,Penneshaw,Penneshaw,Australia
PEB,Pebane,Pebane,Mozambique
PEC,Pelican (AK),Pelican SPB,USA
PED,Pardubice,Pardubice,Czech Republic
PEE,Perm,Perm,Russia
PEF,Peenemuende,Peenemuende,Germany
PEG,Perugia,Sant Egidio,Italy
PEH,Pehuajo,Pehuajo,Argentina
PEI,Pereira,Matecana,Colombia
PEJ,Peschiei,Peschiei,Italy
PEK,Beijing,Beijing Capital International,PR China
PEL,Pelaneng,Pelaneng,Lesotho
PEM,Puerto Maldonado,Puerto Maldonado,Peru
PEN,Penang,Penang International,Malaysia
PEP,Peppimenarti,Peppimenarti,Australia
PEQ,Pecos City (TX),Pecos City,USA
PER,Perth,Perth,Australia
PES,Petrozavodsk,Petrozavodsk,Russia
PET,Pelotas,Federal,Brazil
PEU,Puerto Lempira,Puerto Lempira,Honduras
PEW,Peshawar,Peshawar,Pakistan
PEX,Pechora,Pechora,Russia
PEY,Penong,Penong,Australia
PEZ,Penza,Penza,Russia
PFA,Paf Warren (AK),Paf Warren,USA
PFB,Passo Fundo,Passo Fundo,Brazil
PFC,Pacific City (OR),tate,USA
PFD,Port Frederick (AK),Port Frederick,USA
PFJ,Patreksfjordur,Patreksfjordur,Iceland
